0.000,0,0,0,100
0.020,1,0,0,100
0.040,2,0,0,100
0.060,3,0,0,100
0.080,4,0,0,100
0.100,5,0,0,100
0.120,5,0,0,100
0.140,6,0,0,100
0.160,7,0,0,100
0.180,8,0,0,100
0.200,9,0,0,100
0.220,10,0,0,100
0.240,11,0,0,100
0.260,12,0,0,100
0.280,13,0,0,100
0.300,14,0,0,100
0.320,15,0,0,100
0.340,16,0,0,100
0.360,16,0,0,100
0.380,17,0,0,100
0.400,18,0,0,100
0.420,19,0,0,100
0.440,20,0,0,100
0.460,21,0,0,100
0.480,22,0,0,100
0.500,23,0,0,100
0.520,24,0,0,100
0.540,25,0,0,100
0.560,26,0,0,100
0.580,27,0,0,100
0.600,28,0,0,100
0.620,29,0,0,100
0.640,30,0,0,100
0.660,31,0,0,100
0.680,31,0,0,100
0.700,32,0,0,100
0.720,33,0,0,100
0.740,34,0,0,100
0.760,35,0,0,100
0.780,36,0,0,100
0.800,37,0,0,100
0.820,38,0,0,100
0.840,39,0,0,100
0.860,40,0,0,100
0.880,41,0,0,100
0.900,42,0,0,100
0.920,43,0,0,100
0.940,44,0,0,100
0.960,45,0,0,100
0.980,46,0,0,100
1.000,47,0,0,100
1.020,48,0,0,100
1.040,49,0,0,100
1.060,50,0,0,100
1.080,51,0,0,100
1.100,52,0,0,100
1.120,53,0,0,100
1.140,54,0,0,100
1.160,55,0,0,100
1.180,56,0,0,100
1.200,57,0,0,100
1.220,58,0,0,100
1.240,59,0,0,100
1.260,60,0,0,100
1.280,60,0,0,100
1.300,61,0,0,100
1.320,62,0,0,100
1.340,63,0,0,100
1.360,64,0,0,100
1.380,65,0,0,100
1.400,66,0,0,100
1.420,67,0,0,100
1.440,68,0,0,100
1.460,69,0,0,100
1.480,70,0,0,100
1.500,71,0,0,100
1.520,72,0,0,100
1.540,73,0,0,100
1.560,74,0,0,100
1.580,75,0,0,100
1.600,76,0,0,100
1.620,77,0,0,100
1.640,78,0,0,100
1.660,79,0,0,100
1.680,80,0,0,100
1.700,81,0,0,100
1.720,82,0,0,100
1.740,84,0,0,100
1.760,85,0,0,100
1.780,86,0,0,100
1.800,87,0,0,100
1.820,88,0,0,100
1.840,89,0,0,100
1.860,90,0,0,100
1.880,91,0,0,100
1.900,92,0,0,100
1.920,93,0,0,100
1.940,94,0,0,100
1.960,95,0,0,100
1.980,96,0,0,100
2.000,97,0,0,100
2.020,98,0,0,100
2.040,99,0,0,100
2.060,100,0,0,100
2.080,101,0,0,100
2.100,102,0,0,100
2.120,103,0,0,100
2.140,104,0,0,100
2.160,105,0,0,100
2.180,106,0,0,100
2.200,107,0,0,100
2.220,108,0,0,100
2.240,109,0,0,100
2.260,110,0,0,100
2.280,111,0,0,100
2.300,112,0,0,100
2.320,113,0,0,100
2.340,114,0,0,100
2.360,116,0,0,100
2.380,117,0,0,100
2.400,118,0,0,100
2.420,119,0,0,100
2.440,120,0,0,100
2.460,121,0,0,100
2.480,122,0,0,100
2.500,123,0,0,100
2.520,124,0,0,100
2.540,125,0,0,100
2.560,126,0,0,100
2.580,127,0,0,100
2.600,128,0,0,100
2.620,129,0,0,100
2.640,130,0,0,100
2.660,131,0,0,100
2.680,132,0,0,100
2.700,134,0,0,100
2.720,135,0,0,100
2.740,136,0,0,100
2.760,137,0,0,100
2.780,138,0,0,100
2.800,139,0,0,100
2.820,140,0,0,100
2.840,141,1,0,100
2.860,142,1,0,100
2.880,143,1,0,100
2.900,144,1,0,100
2.920,145,1,0,100
2.940,146,1,0,100
2.960,147,1,0,100
2.980,149,1,0,100
3.000,150,0,0,100
3.020,151,0,0,100
3.040,152,0,0,100
3.060,153,0,0,100
3.080,154,0,0,100
3.100,155,0,0,100
3.120,156,0,0,100
3.140,157,0,0,100
3.160,158,0,0,100
3.180,159,0,0,100
3.200,161,0,0,100
3.220,162,0,0,100
3.240,163,0,0,100
3.260,164,0,0,100
3.280,165,0,0,100
3.300,166,0,0,100
3.320,167,0,0,100
3.340,168,0,0,100
3.360,169,0,0,100
3.380,170,0,0,100
3.400,171,0,0,100
3.420,173,0,0,100
3.440,174,0,0,100
3.460,175,0,0,100
3.480,176,0,0,100
3.500,177,0,0,100
3.520,178,0,0,100
3.540,179,0,0,100
3.560,180,0,0,100
3.580,181,0,0,100
3.600,183,0,0,100
3.620,184,0,0,100
3.640,185,0,0,100
3.660,186,0,0,100
3.680,187,0,0,100
3.700,188,0,0,100
3.720,189,0,0,100
3.740,190,0,0,100
3.760,191,0,0,100
3.780,193,0,0,100
3.800,194,0,0,100
3.820,195,0,0,100
3.840,196,0,0,100
3.860,197,0,0,100
3.880,198,0,0,100
3.900,199,0,0,100
3.920,200,0,0,100
3.940,202,0,0,100
3.960,203,0,0,100
3.980,204,0,0,100
4.000,205,0,0,100
4.020,206,0,0,100
4.040,207,0,0,100
4.060,208,0,0,100
4.080,209,0,0,100
4.100,211,0,0,100
4.120,212,0,0,100
4.140,213,0,0,100
4.160,214,1,0,100
4.180,215,1,0,100
4.200,216,1,0,100
4.220,217,1,0,100
4.240,219,1,0,100
4.260,220,1,0,100
4.280,221,1,0,100
4.300,222,1,0,100
4.320,223,1,0,100
4.340,224,1,0,100
4.360,225,1,0,100
4.380,226,1,0,100
4.400,228,1,0,100
4.420,229,1,0,100
4.440,230,1,0,100
4.460,231,1,0,100
4.480,232,1,0,100
4.500,233,1,0,100
4.520,234,1,0,100
4.540,236,1,0,100
4.560,237,1,0,100
4.580,238,1,0,100
4.600,239,1,0,100
4.620,240,1,0,100
4.640,241,1,0,100
4.660,243,1,0,100
4.680,244,1,0,100
4.700,245,1,0,100
4.720,246,0,0,100
4.740,247,0,0,100
4.760,248,0,0,100
4.780,249,0,0,100
4.800,251,0,0,100
4.820,252,0,0,100
4.840,253,0,0,100
4.860,254,0,0,100
4.880,255,0,0,100
4.900,256,0,0,100
4.920,258,0,0,100
4.940,259,0,0,100
4.960,260,0,0,100
4.980,261,0,0,100
5.000,262,0,0,100
5.020,263,0,0,100
5.040,265,0,0,100
5.060,266,0,2,100
5.080,267,0,11,100
5.100,268,0,20,98
5.120,269,0,35,93
5.140,270,0,46,87
5.160,271,1,70,60
5.180,273,1,80,45
5.200,274,1,90,25
5.220,275,1,93,12
5.240,276,1,98,0
5.260,277,1,100,0
5.280,278,1,100,0
5.300,279,1,100,0
5.320,281,1,100,0
5.340,282,1,100,0
5.360,283,1,100,0
5.380,284,1,100,0
5.400,285,1,100,0
5.420,286,1,100,0
5.440,287,1,100,0
5.460,288,1,100,0
5.480,289,1,100,9
5.500,290,1,100,69
5.520,291,1,100,66
5.540,292,1,100,64
5.560,293,1,100,36
5.580,294,1,100,0
5.600,295,1,100,0
5.620,296,0,100,0
5.640,297,1,100,0
5.660,298,0,100,0
5.680,299,0,100,0
5.700,300,0,100,0
5.720,301,0,100,0
5.740,302,0,100,0
5.760,303,0,100,0
5.780,304,0,100,65
5.800,305,0,100,67
5.820,306,0,100,65
5.840,307,0,100,62
5.860,308,0,100,5
5.880,309,0,100,0
5.900,310,0,100,0
5.920,310,0,100,0
5.940,311,0,100,0
5.960,312,0,100,0
5.980,313,0,100,0
6.000,314,0,100,0
6.020,315,0,100,0
6.040,316,0,100,0
6.060,317,0,100,0
6.080,317,0,100,0
6.100,318,0,100,0
6.120,319,0,100,0
6.140,320,0,100,0
6.160,321,-1,100,0
6.180,322,-1,100,0
6.200,322,-1,100,0
6.220,323,-1,100,0
6.240,324,-1,100,0
6.260,325,-2,100,0
6.280,326,-2,100,0
6.300,326,-3,100,0
6.320,327,-5,100,0
6.340,328,-5,100,0
6.360,329,-7,100,0
6.380,329,-8,100,0
6.400,330,-9,100,0
6.420,331,-9,100,0
6.440,332,-10,100,51
6.460,332,-12,100,65
6.480,333,-12,100,63
6.500,334,-13,100,59
6.520,335,-14,100,12
6.540,335,-15,100,0
6.560,336,-17,100,0
6.580,337,-18,100,0
6.600,337,-18,100,0
6.620,338,-19,100,0
6.640,339,-20,100,0
6.660,339,-21,100,0
6.680,340,-22,100,0
6.700,341,-23,100,0
6.720,341,-23,100,0
6.740,342,-24,100,0
6.760,343,-26,100,0
6.780,343,-26,100,0
6.800,344,-27,100,0
6.820,345,-28,100,0
6.840,345,-29,100,0
6.860,346,-31,100,0
6.880,347,-32,100,0
6.900,347,-33,100,0
6.920,348,-34,100,0
6.940,348,-35,100,0
6.960,349,-38,100,0
6.980,350,-39,100,0
7.000,350,-41,100,0
7.020,351,-42,100,0
7.040,351,-44,100,0
7.060,352,-47,100,0
7.080,352,-48,100,0
7.100,353,-49,100,0
7.120,354,-51,100,0
7.140,354,-52,100,0
7.160,355,-54,100,0
7.180,355,-56,100,0
7.200,356,-57,100,0
7.220,356,-58,100,0
7.240,357,-60,100,0
7.260,357,-63,100,65
7.280,358,-65,100,67
7.300,358,-67,100,65
7.320,359,-69,100,62
7.340,359,-71,100,51
7.360,360,-75,100,0
7.380,360,-77,100,0
7.400,361,-79,100,0
7.420,361,-82,100,0
7.440,362,-84,100,0
7.460,362,-89,100,0
7.480,363,-91,99,0
7.500,363,-94,98,0
7.520,364,-97,97,0
7.540,364,-99,96,0
7.560,365,-105,93,0
7.580,365,-108,93,0
7.600,366,-111,92,0
7.620,366,-113,91,0
7.640,367,-116,90,0
7.660,367,-121,89,0
7.680,368,-123,88,0
7.700,368,-126,87,0
7.720,369,-128,85,0
7.740,369,-131,85,0
7.760,369,-136,84,0
7.780,370,-138,82,0
7.800,370,-141,78,0
7.820,371,-144,74,0
7.840,371,-146,71,0
7.860,372,-151,63,0
7.880,372,-154,61,0
7.900,372,-157,57,0
7.920,373,-159,54,0
7.940,373,-161,51,0
7.960,374,-166,41,0
7.980,374,-168,35,0
8.000,374,-170,24,0
8.020,375,-173,17,0
8.040,375,-175,11,0
8.060,376,-178,0,0
8.080,376,-180,0,0
8.100,376,-181,0,0
8.120,377,-182,0,0
8.140,377,-183,0,0
8.160,378,-185,0,0
8.180,378,-186,0,0
8.200,378,-187,0,0
8.220,379,-187,0,0
8.240,379,-188,0,0
8.260,380,-189,0,0
8.280,380,-189,0,0
8.300,380,-190,0,0
8.320,381,-190,0,0
8.340,381,-191,0,0
8.360,381,-191,0,9
8.380,382,-192,0,15
8.400,382,-192,0,20
8.420,383,-192,0,25
8.440,383,-192,0,29
8.460,383,-192,0,35
8.480,384,-192,0,36
8.500,384,-192,0,36
8.520,384,-192,0,36
8.540,385,-192,0,35
8.560,385,-192,0,35
8.580,386,-192,0,35
8.600,386,-192,0,35
8.620,386,-192,0,35
8.640,387,-193,0,35
8.660,387,-193,0,35
8.680,387,-193,0,35
8.700,388,-193,0,35
8.720,388,-193,0,35
8.740,389,-193,0,35
8.760,389,-193,0,35
8.780,389,-193,0,35
8.800,390,-193,0,35
8.820,390,-193,0,35
8.840,390,-193,0,35
8.860,391,-192,0,35
8.880,391,-192,0,35
8.900,392,-192,0,36
8.920,392,-192,0,36
8.940,392,-192,0,36
8.960,393,-192,0,37
8.980,393,-192,0,38
9.000,393,-192,0,38
9.020,394,-192,0,38
9.040,394,-192,0,38
9.060,394,-192,0,38
9.080,395,-192,0,38
9.100,395,-192,0,38
9.120,396,-191,0,38
9.140,396,-190,0,39
9.160,396,-188,0,41
9.180,397,-187,0,43
9.200,397,-185,0,45
9.220,397,-183,0,47
9.240,398,-181,0,49
9.260,398,-177,0,51
9.280,398,-174,0,53
9.300,399,-172,0,54
9.320,399,-169,0,55
9.340,399,-166,0,56
9.360,400,-160,0,58
9.380,400,-157,0,58
9.400,401,-153,0,59
9.420,401,-150,0,60
9.440,401,-147,0,61
9.460,402,-140,0,62
9.480,402,-138,0,63
9.500,402,-135,0,64
9.520,403,-132,0,64
9.540,403,-129,0,65
9.560,403,-124,0,67
9.580,404,-121,0,69
9.600,404,-118,0,70
9.620,404,-115,0,71
9.640,405,-112,0,71
9.660,405,-106,0,73
9.680,406,-103,0,73
9.700,406,-99,0,74
9.720,406,-96,0,75
9.740,407,-93,0,78
9.760,407,-85,0,86
9.780,407,-82,0,91
9.800,408,-78,0,100
9.820,408,-74,0,100
9.840,408,-71,0,100
9.860,409,-64,0,100
9.880,409,-61,0,100
9.900,410,-59,0,100
9.920,410,-56,0,100
9.940,410,-55,0,100
9.960,411,-51,0,100
9.980,411,-49,0,100
10.000,411,-46,0,100
10.020,412,-45,0,100
10.040,412,-43,0,100
10.060,412,-40,0,100
10.080,413,-39,0,100
10.100,413,-38,0,100
10.120,414,-37,0,100
10.140,414,-36,0,100
10.160,414,-35,0,100
10.180,415,-34,0,100
10.200,415,-33,0,100
10.220,416,-33,0,100
10.240,416,-32,0,100
10.260,416,-32,0,100
10.280,417,-31,0,100
10.300,417,-31,0,100
10.320,418,-31,0,100
10.340,418,-31,0,100
10.360,418,-32,0,100
10.380,419,-33,0,100
10.400,419,-34,0,100
10.420,420,-34,0,100
10.440,420,-35,0,100
10.460,421,-36,0,100
10.480,421,-36,0,100
10.500,421,-36,0,100
10.520,422,-36,0,100
10.540,422,-36,0,100
10.560,423,-36,0,100
10.580,423,-36,0,100
10.600,424,-36,0,100
10.620,424,-36,0,100
10.640,424,-35,0,100
10.660,425,-35,0,100
10.680,425,-35,0,100
10.700,426,-34,0,100
10.720,426,-34,0,100
10.740,427,-33,0,100
10.760,427,-32,0,100
10.780,428,-32,0,100
10.800,428,-32,0,100
10.820,429,-32,0,100
10.840,429,-32,0,100
10.860,430,-31,0,100
10.880,430,-31,0,100
10.900,431,-31,0,100
10.920,431,-31,0,100
10.940,431,-31,0,100
10.960,432,-31,0,100
10.980,432,-31,0,100
11.000,433,-31,0,100
11.020,433,-31,0,100
11.040,434,-30,0,100
11.060,434,-30,0,100
11.080,435,-29,0,100
11.100,435,-29,0,100
11.120,436,-29,0,100
11.140,436,-28,0,100
11.160,437,-28,0,100
11.180,437,-27,0,100
11.200,438,-27,0,100
11.220,439,-27,0,100
11.240,439,-26,0,100
11.260,440,-25,0,100
11.280,440,-24,0,100
11.300,441,-24,0,100
11.320,441,-23,0,100
11.340,442,-22,0,100
11.360,442,-21,0,100
11.380,443,-20,0,100
11.400,443,-19,0,100
11.420,444,-18,0,100
